WKT,longitude,latitude,AVS,Unique_ID,nam,laa,adm_code,Loc ID,DEM
"POLYGON ((139.891666666656 35.1666666666663,139.899999999989 35.1666666666663,139.899999999989 35.1749999999996,139.891666666656 35.1749999999996,139.891666666656 35.1666666666663))",139.895833333322,35.170833333333,447,180375,Chiba Ken,Futtsu Shi,12226,1398958351708,171
"POLYGON ((139.949999999989 35.1666666666663,139.958333333323 35.1666666666663,139.958333333323 35.1749999999996,139.949999999989 35.1749999999996,139.949999999989 35.1666666666663))",139.954166666656,35.170833333333,478,180376,Chiba Ken,Futtsu Shi,12226,1399542351708,92
"POLYGON ((139.941666666656 35.1666666666663,139.949999999989 35.1666666666663,139.949999999989 35.1749999999996,139.941666666656 35.1749999999996,139.941666666656 35.1666666666663))",139.945833333322,35.170833333333,478,180377,Chiba Ken,Futtsu Shi,12226,1399458351708,219
"POLYGON ((139.933333333323 35.1666666666663,139.941666666656 35.1666666666663,139.941666666656 35.1749999999996,139.933333333323 35.1749999999996,139.933333333323 35.1666666666663))",139.937499999989,35.170833333333,641,180378,Chiba Ken,Futtsu Shi,12226,1399375351708,178
"POLYGON ((139.924999999989 35.1666666666663,139.933333333323 35.1666666666663,139.933333333323 35.1749999999996,139.924999999989 35.1749999999996,139.924999999989 35.1666666666663))",139.929166666656,35.170833333333,457,180379,Chiba Ken,Futtsu Shi,12226,1399292351708,138
"POLYGON ((139.983333333323 35.1666666666663,139.991666666656 35.1666666666663,139.991666666656 35.1749999999996,139.983333333323 35.1749999999996,139.983333333323 35.1666666666663))",139.987499999989,35.170833333333,641,180380,Chiba Ken,Futtsu Shi,12226,1399875351708,218
"POLYGON ((139.974999999989 35.1666666666663,139.983333333323 35.1666666666663,139.983333333323 35.1749999999996,139.974999999989 35.1749999999996,139.974999999989 35.1666666666663))",139.979166666656,35.170833333333,641,180381,Chiba Ken,Futtsu Shi,12226,1399792351708,128
"POLYGON ((139.966666666656 35.1666666666663,139.974999999989 35.1666666666663,139.974999999989 35.1749999999996,139.966666666656 35.1749999999996,139.966666666656 35.1666666666663))",139.970833333323,35.170833333333,641,180382,Chiba Ken,Futtsu Shi,12226,1399708351708,142
"POLYGON ((139.958333333323 35.1666666666663,139.966666666656 35.1666666666663,139.966666666656 35.1749999999996,139.958333333323 35.1749999999996,139.958333333323 35.1666666666663))",139.96249999999,35.170833333333,641,180383,Chiba Ken,Futtsu Shi,12226,1399625351708,165
"POLYGON ((140.016666666656 35.1666666666663,140.024999999989 35.1666666666663,140.024999999989 35.1749999999996,140.016666666656 35.1749999999996,140.016666666656 35.1666666666663))",140.020833333323,35.170833333333,641,180384,Chiba Ken,Kimitsu Shi,12225,1400208351708,198
"POLYGON ((140.008333333323 35.1666666666663,140.016666666656 35.1666666666663,140.016666666656 35.1749999999996,140.008333333323 35.1749999999996,140.008333333323 35.1666666666663))",140.01249999999,35.170833333333,641,180385,Chiba Ken,Kimitsu Shi,12225,1400125351708,240
"POLYGON ((139.999999999989 35.1666666666663,140.008333333323 35.1666666666663,140.008333333323 35.1749999999996,139.999999999989 35.1749999999996,139.999999999989 35.1666666666663))",140.004166666656,35.170833333333,641,180386,Chiba Ken,Kimitsu Shi,12225,1400042351708,221
"POLYGON ((139.991666666656 35.1666666666663,139.999999999989 35.1666666666663,139.999999999989 35.1749999999996,139.991666666656 35.1749999999996,139.991666666656 35.1666666666663))",139.995833333322,35.170833333333,641,180387,Chiba Ken,Futtsu Shi,12226,1399958351708,249
"POLYGON ((140.049999999989 35.1666666666663,140.058333333323 35.1666666666663,140.058333333323 35.1749999999996,140.049999999989 35.1749999999996,140.049999999989 35.1666666666663))",140.054166666656,35.170833333333,510,180388,Chiba Ken,Kimitsu Shi,12225,1400542351708,179
"POLYGON ((140.041666666656 35.1666666666663,140.049999999989 35.1666666666663,140.049999999989 35.1749999999996,140.041666666656 35.1749999999996,140.041666666656 35.1666666666663))",140.045833333322,35.170833333333,641,180389,Chiba Ken,Kimitsu Shi,12225,1400458351708,247
"POLYGON ((140.033333333323 35.1666666666663,140.041666666656 35.1666666666663,140.041666666656 35.1749999999996,140.033333333323 35.1749999999996,140.033333333323 35.1666666666663))",140.03749999999,35.170833333333,641,180390,Chiba Ken,Kimitsu Shi,12225,1400375351708,289
"POLYGON ((140.024999999989 35.1666666666663,140.033333333323 35.1666666666663,140.033333333323 35.1749999999996,140.024999999989 35.1749999999996,140.024999999989 35.1666666666663))",140.029166666656,35.170833333333,641,180391,Chiba Ken,Kimitsu Shi,12225,1400292351708,288
"POLYGON ((140.083333333322 35.1666666666663,140.091666666656 35.1666666666663,140.091666666656 35.1749999999996,140.083333333322 35.1749999999996,140.083333333322 35.1666666666663))",140.087499999989,35.170833333333,641,180392,Chiba Ken,Kimitsu Shi,12225,1400875351708,245
"POLYGON ((140.074999999989 35.1666666666663,140.083333333322 35.1666666666663,140.083333333322 35.1749999999996,140.074999999989 35.1749999999996,140.074999999989 35.1666666666663))",140.079166666656,35.170833333333,641,180393,Chiba Ken,Kamogawa Shi,12223,1400792351708,197
"POLYGON ((140.066666666656 35.1666666666663,140.074999999989 35.1666666666663,140.074999999989 35.1749999999996,140.066666666656 35.1749999999996,140.066666666656 35.1666666666663))",140.070833333322,35.170833333333,641,180394,Chiba Ken,Kamogawa Shi,12223,1400708351708,185
"POLYGON ((140.058333333323 35.1666666666663,140.066666666656 35.1666666666663,140.066666666656 35.1749999999996,140.058333333323 35.1749999999996,140.058333333323 35.1666666666663))",140.062499999989,35.170833333333,641,180395,Chiba Ken,Kimitsu Shi,12225,1400625351708,221
"POLYGON ((140.116666666656 35.1666666666663,140.124999999989 35.1666666666663,140.124999999989 35.1749999999996,140.116666666656 35.1749999999996,140.116666666656 35.1666666666663))",140.120833333322,35.170833333333,641,180396,Chiba Ken,Kamogawa Shi,12223,1401208351708,202
"POLYGON ((140.108333333322 35.1666666666663,140.116666666656 35.1666666666663,140.116666666656 35.1749999999996,140.108333333322 35.1749999999996,140.108333333322 35.1666666666663))",140.112499999989,35.170833333333,641,180397,Chiba Ken,Kamogawa Shi,12223,1401125351708,185
"POLYGON ((140.099999999989 35.1666666666663,140.108333333322 35.1666666666663,140.108333333322 35.1749999999996,140.099999999989 35.1749999999996,140.099999999989 35.1666666666663))",140.104166666655,35.170833333333,641,180398,Chiba Ken,Kamogawa Shi,12223,1401042351708,182
"POLYGON ((140.091666666656 35.1666666666663,140.099999999989 35.1666666666663,140.099999999989 35.1749999999996,140.091666666656 35.1749999999996,140.091666666656 35.1666666666663))",140.095833333323,35.170833333333,641,180399,Chiba Ken,Kamogawa Shi,12223,1400958351708,270
"POLYGON ((139.866666666656 34.9916666666663,139.874999999989 34.9916666666663,139.874999999989 34.9999999999997,139.866666666656 34.9999999999997,139.866666666656 34.9916666666663))",139.870833333322,34.995833333333,187,181148,Chiba Ken,Tateyama Shi,12205,1398708349958,9
"POLYGON ((139.858333333323 34.9916666666663,139.866666666656 34.9916666666663,139.866666666656 34.9999999999997,139.858333333323 34.9999999999997,139.858333333323 34.9916666666663))",139.862499999989,34.995833333333,260,181149,Chiba Ken,Tateyama Shi,12205,1398625349958,7
"POLYGON ((139.849999999989 34.9916666666663,139.858333333323 34.9916666666663,139.858333333323 34.9999999999997,139.849999999989 34.9999999999997,139.849999999989 34.9916666666663))",139.854166666656,34.995833333333,260,181150,Chiba Ken,Tateyama Shi,12205,1398542349958,0
"POLYGON ((139.899999999989 34.9916666666663,139.908333333323 34.9916666666663,139.908333333323 34.9999999999997,139.899999999989 34.9999999999997,139.899999999989 34.9916666666663))",139.904166666656,34.995833333333,353,181152,Chiba Ken,Tateyama Shi,12205,1399042349958,51
"POLYGON ((139.891666666656 34.9916666666663,139.899999999989 34.9916666666663,139.899999999989 34.9999999999997,139.891666666656 34.9999999999997,139.891666666656 34.9916666666663))",139.895833333323,34.995833333333,347,181153,Chiba Ken,Tateyama Shi,12205,1398958349958,33
"POLYGON ((139.883333333323 34.9916666666663,139.891666666656 34.9916666666663,139.891666666656 34.9999999999997,139.883333333323 34.9999999999997,139.883333333323 34.9916666666663))",139.88749999999,34.995833333333,189,181154,Chiba Ken,Tateyama Shi,12205,1398875349958,15
"POLYGON ((139.874999999989 34.9916666666663,139.883333333323 34.9916666666663,139.883333333323 34.9999999999997,139.874999999989 34.9999999999997,139.874999999989 34.9916666666663))",139.879166666656,34.995833333333,187,181155,Chiba Ken,Tateyama Shi,12205,1398792349958,11
"POLYGON ((139.933333333323 34.9916666666663,139.941666666656 34.9916666666663,139.941666666656 34.9999999999997,139.933333333323 34.9999999999997,139.933333333323 34.9916666666663))",139.937499999989,34.995833333333,406,181156,Chiba Ken,Minamiboso Shi,12234,1399375349958,66
"POLYGON ((139.924999999989 34.9916666666663,139.933333333323 34.9916666666663,139.933333333323 34.9999999999997,139.924999999989 34.9999999999997,139.924999999989 34.9916666666663))",139.929166666656,34.995833333333,413,181157,Chiba Ken,Tateyama Shi,12205,1399292349958,70
"POLYGON ((139.916666666656 34.9916666666663,139.924999999989 34.9916666666663,139.924999999989 34.9999999999997,139.916666666656 34.9999999999997,139.916666666656 34.9916666666663))",139.920833333322,34.995833333333,401,181158,Chiba Ken,Tateyama Shi,12205,1399208349958,21
"POLYGON ((139.908333333323 34.9916666666663,139.916666666656 34.9916666666663,139.916666666656 34.9999999999997,139.908333333323 34.9999999999997,139.908333333323 34.9916666666663))",139.91249999999,34.995833333333,393,181159,Chiba Ken,Tateyama Shi,12205,1399125349958,53
"POLYGON ((139.966666666656 34.9916666666663,139.974999999989 34.9916666666663,139.974999999989 34.9999999999997,139.966666666656 34.9999999999997,139.966666666656 34.9916666666663))",139.970833333323,34.995833333333,260,181160,Chiba Ken,Minamiboso Shi,12234,1399708349958,9
"POLYGON ((139.958333333323 34.9916666666663,139.966666666656 34.9916666666663,139.966666666656 34.9999999999997,139.958333333323 34.9999999999997,139.958333333323 34.9916666666663))",139.96249999999,34.995833333333,408,181161,Chiba Ken,Minamiboso Shi,12234,1399625349958,70
"POLYGON ((139.949999999989 34.9916666666663,139.958333333323 34.9916666666663,139.958333333323 34.9999999999997,139.949999999989 34.9999999999997,139.949999999989 34.9916666666663))",139.954166666656,34.995833333333,434,181162,Chiba Ken,Minamiboso Shi,12234,1399542349958,42
"POLYGON ((139.941666666656 34.9916666666663,139.949999999989 34.9916666666663,139.949999999989 34.9999999999997,139.941666666656 34.9999999999997,139.941666666656 34.9916666666663))",139.945833333322,34.995833333333,396,181163,Chiba Ken,Minamiboso Shi,12234,1399458349958,72
"POLYGON ((139.849999999989 34.9999999999997,139.858333333323 34.9999999999997,139.858333333323 35.008333333333,139.849999999989 35.008333333333,139.849999999989 34.9999999999997))",139.854166666656,35.0041666666664,260,181906,Chiba Ken,Tateyama Shi,12205,1398542350042,0
"POLYGON ((139.883333333323 34.9999999999997,139.891666666656 34.9999999999997,139.891666666656 35.008333333333,139.883333333323 35.008333333333,139.883333333323 34.9999999999997))",139.88749999999,35.0041666666664,363,181910,Chiba Ken,Tateyama Shi,12205,1398875350042,13
"POLYGON ((139.874999999989 34.9999999999997,139.883333333323 34.9999999999997,139.883333333323 35.008333333333,139.874999999989 35.008333333333,139.874999999989 34.9999999999997))",139.879166666656,35.0041666666664,196,181911,Chiba Ken,Tateyama Shi,12205,1398792350042,12
"POLYGON ((139.866666666656 34.9999999999997,139.874999999989 34.9999999999997,139.874999999989 35.008333333333,139.866666666656 35.008333333333,139.866666666656 34.9999999999997))",139.870833333322,35.0041666666663,196,181912,Chiba Ken,Tateyama Shi,12205,1398708350042,12
"POLYGON ((139.858333333323 34.9999999999997,139.866666666656 34.9999999999997,139.866666666656 35.008333333333,139.858333333323 35.008333333333,139.858333333323 34.9999999999997))",139.862499999989,35.0041666666664,196,181913,Chiba Ken,Tateyama Shi,12205,1398625350042,6
"POLYGON ((139.916666666656 34.9999999999997,139.924999999989 34.9999999999997,139.924999999989 35.008333333333,139.916666666656 35.008333333333,139.916666666656 34.9999999999997))",139.920833333322,35.0041666666663,405,181914,Chiba Ken,Tateyama Shi,12205,1399208350042,21
"POLYGON ((139.908333333323 34.9999999999997,139.916666666656 34.9999999999997,139.916666666656 35.008333333333,139.908333333323 35.008333333333,139.908333333323 34.9999999999997))",139.912499999989,35.0041666666663,388,181915,Chiba Ken,Tateyama Shi,12205,1399125350042,15
"POLYGON ((139.899999999989 34.9999999999997,139.908333333323 34.9999999999997,139.908333333323 35.008333333333,139.899999999989 35.008333333333,139.899999999989 34.9999999999997))",139.904166666656,35.0041666666663,393,181916,Chiba Ken,Tateyama Shi,12205,1399042350042,17
"POLYGON ((139.891666666656 34.9999999999997,139.899999999989 34.9999999999997,139.899999999989 35.008333333333,139.891666666656 35.008333333333,139.891666666656 34.9999999999997))",139.895833333322,35.0041666666663,368,181917,Chiba Ken,Tateyama Shi,12205,1398958350042,19
"POLYGON ((139.949999999989 34.9999999999997,139.958333333323 34.9999999999997,139.958333333323 35.008333333333,139.949999999989 35.008333333333,139.949999999989 34.9999999999997))",139.954166666656,35.0041666666664,415,181918,Chiba Ken,Minamiboso Shi,12234,1399542350042,61
"POLYGON ((139.941666666656 34.9999999999997,139.949999999989 34.9999999999997,139.949999999989 35.008333333333,139.941666666656 35.008333333333,139.941666666656 34.9999999999997))",139.945833333322,35.0041666666664,415,181919,Chiba Ken,Minamiboso Shi,12234,1399458350042,57
"POLYGON ((139.933333333323 34.9999999999997,139.941666666656 34.9999999999997,139.941666666656 35.008333333333,139.933333333323 35.008333333333,139.933333333323 34.9999999999997))",139.937499999989,35.0041666666663,388,181920,Chiba Ken,Tateyama Shi,12205,1399375350042,31
"POLYGON ((139.924999999989 34.9999999999997,139.933333333323 34.9999999999997,139.933333333323 35.008333333333,139.924999999989 35.008333333333,139.924999999989 34.9999999999997))",139.929166666656,35.0041666666663,385,181921,Chiba Ken,Tateyama Shi,12205,1399292350042,21
"POLYGON ((139.974999999989 34.9999999999997,139.983333333323 34.9999999999997,139.983333333323 35.008333333333,139.974999999989 35.008333333333,139.974999999989 34.9999999999997))",139.979166666656,35.0041666666664,260,181922,Chiba Ken,Minamiboso Shi,12234,1399792350042,0
"POLYGON ((139.966666666656 34.9999999999997,139.974999999989 34.9999999999997,139.974999999989 35.008333333333,139.966666666656 35.008333333333,139.966666666656 34.9999999999997))",139.970833333323,35.0041666666664,199,181923,Chiba Ken,Minamiboso Shi,12234,1399708350042,17
"POLYGON ((139.958333333323 34.9999999999997,139.966666666656 34.9999999999997,139.966666666656 35.008333333333,139.958333333323 35.008333333333,139.958333333323 34.9999999999997))",139.96249999999,35.0041666666663,208,181924,Chiba Ken,Minamiboso Shi,12234,1399625350042,17
"POLYGON ((139.858333333323 35.008333333333,139.866666666656 35.008333333333,139.866666666656 35.0166666666663,139.858333333323 35.0166666666663,139.858333333323 35.008333333333))",139.86249999999,35.0124999999997,208,182794,Chiba Ken,Tateyama Shi,12205,1398625350125,5
"POLYGON ((139.849999999989 35.008333333333,139.858333333323 35.008333333333,139.858333333323 35.0166666666663,139.849999999989 35.0166666666663,139.849999999989 35.008333333333))",139.854166666656,35.0124999999996,208,182795,Chiba Ken,Tateyama Shi,12205,1398542350125,0
"POLYGON ((139.891666666656 35.008333333333,139.899999999989 35.008333333333,139.899999999989 35.0166666666663,139.891666666656 35.0166666666663,139.891666666656 35.008333333333))",139.895833333323,35.0124999999996,377,182798,Chiba Ken,Minamiboso Shi,12234,1398958350125,16
"POLYGON ((139.883333333323 35.008333333333,139.891666666656 35.008333333333,139.891666666656 35.0166666666663,139.883333333323 35.0166666666663,139.883333333323 35.008333333333))",139.88749999999,35.0124999999997,408,182799,Chiba Ken,Minamiboso Shi,12234,1398875350125,10
"POLYGON ((139.874999999989 35.008333333333,139.883333333323 35.008333333333,139.883333333323 35.0166666666663,139.874999999989 35.0166666666663,139.874999999989 35.008333333333))",139.879166666656,35.0124999999996,389,182800,Chiba Ken,Tateyama Shi,12205,1398792350125,7
"POLYGON ((139.866666666656 35.008333333333,139.874999999989 35.008333333333,139.874999999989 35.0166666666663,139.866666666656 35.0166666666663,139.866666666656 35.008333333333))",139.870833333322,35.0124999999996,208,182801,Chiba Ken,Tateyama Shi,12205,1398708350125,7
"POLYGON ((139.924999999989 35.008333333333,139.933333333323 35.008333333333,139.933333333323 35.0166666666663,139.924999999989 35.0166666666663,139.924999999989 35.008333333333))",139.929166666656,35.0124999999997,395,182802,Chiba Ken,Tateyama Shi,12205,1399292350125,29
"POLYGON ((139.916666666656 35.008333333333,139.924999999989 35.008333333333,139.924999999989 35.0166666666663,139.916666666656 35.0166666666663,139.916666666656 35.008333333333))",139.920833333323,35.0124999999996,395,182803,Chiba Ken,Tateyama Shi,12205,1399208350125,58
"POLYGON ((139.908333333323 35.008333333333,139.916666666656 35.008333333333,139.916666666656 35.0166666666663,139.908333333323 35.0166666666663,139.908333333323 35.008333333333))",139.91249999999,35.0124999999996,440,182804,Chiba Ken,Tateyama Shi,12205,1399125350125,52
"POLYGON ((139.899999999989 35.008333333333,139.908333333323 35.008333333333,139.908333333323 35.0166666666663,139.899999999989 35.0166666666663,139.899999999989 35.008333333333))",139.904166666656,35.0124999999997,439,182805,Chiba Ken,Tateyama Shi,12205,1399042350125,19
"POLYGON ((139.958333333323 35.008333333333,139.966666666656 35.008333333333,139.966666666656 35.0166666666663,139.958333333323 35.0166666666663,139.958333333323 35.008333333333))",139.96249999999,35.0124999999996,417,182806,Chiba Ken,Minamiboso Shi,12234,1399625350125,33
"POLYGON ((139.949999999989 35.008333333333,139.958333333323 35.008333333333,139.958333333323 35.0166666666663,139.949999999989 35.0166666666663,139.949999999989 35.008333333333))",139.954166666656,35.0124999999996,407,182807,Chiba Ken,Minamiboso Shi,12234,1399542350125,23
"POLYGON ((139.941666666656 35.008333333333,139.949999999989 35.008333333333,139.949999999989 35.0166666666663,139.941666666656 35.0166666666663,139.941666666656 35.008333333333))",139.945833333322,35.0124999999997,395,182808,Chiba Ken,Minamiboso Shi,12234,1399458350125,23
"POLYGON ((139.933333333323 35.008333333333,139.941666666656 35.008333333333,139.941666666656 35.0166666666663,139.933333333323 35.0166666666663,139.933333333323 35.008333333333))",139.93749999999,35.0124999999996,387,182809,Chiba Ken,Minamiboso Shi,12234,1399375350125,75
"POLYGON ((139.983333333323 35.008333333333,139.991666666656 35.008333333333,139.991666666656 35.0166666666663,139.983333333323 35.0166666666663,139.983333333323 35.008333333333))",139.987499999989,35.0124999999997,260,182810,Chiba Ken,Minamiboso Shi,12234,1399875350125,0
"POLYGON ((139.974999999989 35.008333333333,139.983333333323 35.008333333333,139.983333333323 35.0166666666663,139.974999999989 35.0166666666663,139.974999999989 35.008333333333))",139.979166666656,35.0124999999996,402,182811,Chiba Ken,Minamiboso Shi,12234,1399792350125,9
"POLYGON ((139.966666666656 35.008333333333,139.974999999989 35.008333333333,139.974999999989 35.0166666666663,139.966666666656 35.0166666666663,139.966666666656 35.008333333333))",139.970833333323,35.0124999999997,402,182812,Chiba Ken,Minamiboso Shi,12234,1399708350125,17
"POLYGON ((139.841666666656 35.0166666666663,139.849999999989 35.0166666666663,139.849999999989 35.0249999999997,139.841666666656 35.0249999999997,139.841666666656 35.0166666666663))",139.845833333323,35.020833333333,208,183809,Chiba Ken,Tateyama Shi,12205,1398458350208,0
"POLYGON ((139.874999999989 35.0166666666663,139.883333333323 35.0166666666663,139.883333333323 35.0249999999997,139.874999999989 35.0249999999997,139.874999999989 35.0166666666663))",139.879166666656,35.020833333333,377,183813,Chiba Ken,Tateyama Shi,12205,1398792350208,10
"POLYGON ((139.866666666656 35.0166666666663,139.874999999989 35.0166666666663,139.874999999989 35.0249999999997,139.866666666656 35.0249999999997,139.866666666656 35.0166666666663))",139.870833333322,35.020833333333,377,183814,Chiba Ken,Tateyama Shi,12205,1398708350208,10
"POLYGON ((139.858333333323 35.0166666666663,139.866666666656 35.0166666666663,139.866666666656 35.0249999999997,139.858333333323 35.0249999999997,139.858333333323 35.0166666666663))",139.862499999989,35.020833333333,380,183815,Chiba Ken,Tateyama Shi,12205,1398625350208,8
"POLYGON ((139.849999999989 35.0166666666663,139.858333333323 35.0166666666663,139.858333333323 35.0249999999997,139.849999999989 35.0249999999997,139.849999999989 35.0166666666663))",139.854166666656,35.020833333333,419,183816,Chiba Ken,Tateyama Shi,12205,1398542350208,1
"POLYGON ((139.908333333323 35.0166666666663,139.916666666656 35.0166666666663,139.916666666656 35.0249999999997,139.908333333323 35.0249999999997,139.908333333323 35.0166666666663))",139.91249999999,35.020833333333,446,183817,Chiba Ken,Minamiboso Shi,12234,1399125350208,35
"POLYGON ((139.899999999989 35.0166666666663,139.908333333323 35.0166666666663,139.908333333323 35.0249999999997,139.899999999989 35.0249999999997,139.899999999989 35.0166666666663))",139.904166666656,35.020833333333,362,183818,Chiba Ken,Minamiboso Shi,12234,1399042350208,47
"POLYGON ((139.891666666656 35.0166666666663,139.899999999989 35.0166666666663,139.899999999989 35.0249999999997,139.891666666656 35.0249999999997,139.891666666656 35.0166666666663))",139.895833333323,35.020833333333,426,183819,Chiba Ken,Minamiboso Shi,12234,1398958350208,20
"POLYGON ((139.883333333323 35.0166666666663,139.891666666656 35.0166666666663,139.891666666656 35.0249999999997,139.883333333323 35.0249999999997,139.883333333323 35.0166666666663))",139.88749999999,35.020833333333,419,183820,Chiba Ken,Minamiboso Shi,12234,1398875350208,11
"POLYGON ((139.941666666656 35.0166666666663,139.949999999989 35.0166666666663,139.949999999989 35.0249999999997,139.941666666656 35.0249999999997,139.941666666656 35.0166666666663))",139.945833333322,35.020833333333,431,183821,Chiba Ken,Minamiboso Shi,12234,1399458350208,66
"POLYGON ((139.933333333323 35.0166666666663,139.941666666656 35.0166666666663,139.941666666656 35.0249999999997,139.933333333323 35.0249999999997,139.933333333323 35.0166666666663))",139.937499999989,35.020833333333,457,183822,Chiba Ken,Minamiboso Shi,12234,1399375350208,92
"POLYGON ((139.924999999989 35.0166666666663,139.933333333323 35.0166666666663,139.933333333323 35.0249999999997,139.924999999989 35.0249999999997,139.924999999989 35.0166666666663))",139.929166666656,35.020833333333,383,183823,Chiba Ken,Tateyama Shi,12205,1399292350208,60
"POLYGON ((139.916666666656 35.0166666666663,139.924999999989 35.0166666666663,139.924999999989 35.0249999999997,139.916666666656 35.0249999999997,139.916666666656 35.0166666666663))",139.920833333322,35.020833333333,450,183824,Chiba Ken,Minamiboso Shi,12234,1399208350208,52
"POLYGON ((139.974999999989 35.0166666666663,139.983333333323 35.0166666666663,139.983333333323 35.0249999999997,139.974999999989 35.0249999999997,139.974999999989 35.0166666666663))",139.979166666656,35.020833333333,395,183825,Chiba Ken,Minamiboso Shi,12234,1399792350208,17
"POLYGON ((139.966666666656 35.0166666666663,139.974999999989 35.0166666666663,139.974999999989 35.0249999999997,139.966666666656 35.0249999999997,139.966666666656 35.0166666666663))",139.970833333323,35.020833333333,395,183826,Chiba Ken,Minamiboso Shi,12234,1399708350208,17
"POLYGON ((139.958333333323 35.0166666666663,139.966666666656 35.0166666666663,139.966666666656 35.0249999999997,139.958333333323 35.0249999999997,139.958333333323 35.0166666666663))",139.96249999999,35.020833333333,434,183827,Chiba Ken,Minamiboso Shi,12234,1399625350208,27
"POLYGON ((139.949999999989 35.0166666666663,139.958333333323 35.0166666666663,139.958333333323 35.0249999999997,139.949999999989 35.0249999999997,139.949999999989 35.0166666666663))",139.954166666656,35.020833333333,431,183828,Chiba Ken,Minamiboso Shi,12234,1399542350208,31
"POLYGON ((139.991666666656 35.0166666666663,139.999999999989 35.0166666666663,139.999999999989 35.0249999999997,139.991666666656 35.0249999999997,139.991666666656 35.0166666666663))",139.995833333322,35.020833333333,422,183829,Chiba Ken,Minamiboso Shi,12234,1399958350208,0
"POLYGON ((139.983333333323 35.0166666666663,139.991666666656 35.0166666666663,139.991666666656 35.0249999999997,139.983333333323 35.0249999999997,139.983333333323 35.0166666666663))",139.987499999989,35.020833333333,437,183830,Chiba Ken,Minamiboso Shi,12234,1399875350208,9
"POLYGON ((139.766666666656 34.958333333333,139.774999999989 34.958333333333,139.774999999989 34.9666666666663,139.766666666656 34.9666666666663,139.766666666656 34.958333333333))",139.770833333323,34.9624999999997,440,184363,Chiba Ken,Tateyama Shi,12205,1397708349625,54
"POLYGON ((139.758333333323 34.958333333333,139.766666666656 34.958333333333,139.766666666656 34.9666666666663,139.758333333323 34.9666666666663,139.758333333323 34.958333333333))",139.76249999999,34.9624999999997,450,184364,Chiba Ken,Tateyama Shi,12205,1397625349625,26
"POLYGON ((139.749999999989 34.958333333333,139.758333333323 34.958333333333,139.758333333323 34.9666666666663,139.749999999989 34.9666666666663,139.749999999989 34.958333333333))",139.754166666656,34.9624999999997,420,184365,Chiba Ken,Tateyama Shi,12205,1397542349625,0
"POLYGON ((139.799999999989 34.958333333333,139.808333333323 34.958333333333,139.808333333323 34.9666666666663,139.799999999989 34.9666666666663,139.799999999989 34.958333333333))",139.804166666656,34.9624999999997,424,184367,Chiba Ken,Tateyama Shi,12205,1398042349625,84
"POLYGON ((139.791666666656 34.958333333333,139.799999999989 34.958333333333,139.799999999989 34.9666666666663,139.791666666656 34.9666666666663,139.791666666656 34.958333333333))",139.795833333323,34.9624999999997,424,184368,Chiba Ken,Tateyama Shi,12205,1397958349625,70
"POLYGON ((139.783333333323 34.958333333333,139.791666666656 34.958333333333,139.791666666656 34.9666666666663,139.783333333323 34.9666666666663,139.783333333323 34.958333333333))",139.787499999989,34.9624999999997,403,184369,Chiba Ken,Tateyama Shi,12205,1397875349625,81
"POLYGON ((139.774999999989 34.958333333333,139.783333333323 34.958333333333,139.783333333323 34.9666666666663,139.774999999989 34.9666666666663,139.774999999989 34.958333333333))",139.779166666656,34.9624999999997,440,184370,Chiba Ken,Tateyama Shi,12205,1397792349625,168
"POLYGON ((139.833333333323 34.958333333333,139.841666666656 34.958333333333,139.841666666656 34.9666666666663,139.833333333323 34.9666666666663,139.833333333323 34.958333333333))",139.83749999999,34.9624999999997,437,184371,Chiba Ken,Tateyama Shi,12205,1398375349625,46
"POLYGON ((139.824999999989 34.958333333333,139.833333333323 34.958333333333,139.833333333323 34.9666666666663,139.824999999989 34.9666666666663,139.824999999989 34.958333333333))",139.829166666656,34.9624999999997,433,184372,Chiba Ken,Tateyama Shi,12205,1398292349625,81
"POLYGON ((139.816666666656 34.958333333333,139.824999999989 34.958333333333,139.824999999989 34.9666666666663,139.816666666656 34.9666666666663,139.816666666656 34.958333333333))",139.820833333322,34.9624999999997,433,184373,Chiba Ken,Tateyama Shi,12205,1398208349625,79
"POLYGON ((139.808333333323 34.958333333333,139.816666666656 34.958333333333,139.816666666656 34.9666666666663,139.808333333323 34.9666666666663,139.808333333323 34.958333333333))",139.81249999999,34.9624999999997,396,184374,Chiba Ken,Tateyama Shi,12205,1398125349625,94
"POLYGON ((139.866666666656 34.958333333333,139.874999999989 34.958333333333,139.874999999989 34.9666666666663,139.866666666656 34.9666666666663,139.866666666656 34.958333333333))",139.870833333322,34.9624999999997,414,184375,Chiba Ken,Tateyama Shi,12205,1398708349625,27
"POLYGON ((139.858333333323 34.958333333333,139.866666666656 34.958333333333,139.866666666656 34.9666666666663,139.858333333323 34.9666666666663,139.858333333323 34.958333333333))",139.862499999989,34.9624999999997,384,184376,Chiba Ken,Tateyama Shi,12205,1398625349625,59
"POLYGON ((139.849999999989 34.958333333333,139.858333333323 34.958333333333,139.858333333323 34.9666666666663,139.849999999989 34.9666666666663,139.849999999989 34.958333333333))",139.854166666656,34.9624999999997,396,184377,Chiba Ken,Tateyama Shi,12205,1398542349625,77
